DATASET,GAME_ID,DATE,TEAM,VENUE,Q1,Q2,Q3,Q4,OT1,OT2,OT3,OT4,OT5,F,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,"TO
TO",BL,PTS,POSS,PACE,OEFF,DEFF,"TEAM
REST DAYS",STARTING LINEUPS,,,,,MAIN REF,CREW,OPENING ODDS,OPENING SPREAD,OPENING TOTAL,"LINE 
MOVEMENT #1","LINE 
MOVEMENT #2","LINE 
MOVEMENT #3","CLOSING
ODDS",CLOSING SPREAD,CLOSING TOTAL,MONEYLINE,HALFTIME,"BOX SCORE
URL","ODDS
URL"
NBA 2018-2019 Regular Season,21800354,12/4/18,Utah,H,34,29,41,35,,,,,,139,240,51,84,20,33,17,20,5,37,42,38,20,12,17,18,5,139,103.3,103.3,134.5,101.6,1,Joe Ingles,Derrick Favors,Rudy Gobert,Donovan Mitchell,Ricky Rubio,,Ben Taylor,-5.5,-5.5,214.5,-12,-7.5, -7.5 -12,-7.5,-7.5,215.5,-330,1,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800355,12/5/18,Golden State,R,31,27,37,34,,,,,,129,240,45,85,18,34,21,24,9,37,46,29,17,6,8,9,5,129,94.3,94.3,136.8,111.4,1,Andre Iguodala,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,Ken Mauer,Kevin Cutler,-11,-11,222.5,-10.5,-25.5, -10.5 -19,-11,-11,219.5,-850,-35,,
NBA 2018-2019 Regular Season,21800355,12/5/18,Cleveland,H,25,39,22,19,,,,,,105,240,39,89,11,32,16,23,12,29,41,17,19,7,10,10,2,105,94.3,94.3,111.4,136.8,1,Cedi Osman,Rodney Hood,Tristan Thompson,Collin Sexton,George Hill,,Matt Boland,222.5,11,222.5,218.5,219.5, 219.5o11,219.5,11,219.5,588,108.5o15,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800356,12/5/18,Denver,R,31,25,32,24,12,,,,,124,265,45,82,11,19,23,37,4,39,43,34,19,5,10,10,2,124,101.8,92.2,121.7,115.9,1,Juancho Hernangomez,Paul Millsap,Nikola Jokic,Torrey Craig,Jamal Murray,Marc Davis,CJ Washington,-4.5,-4.5,208.5,-9.5,-5,-4.5,-9.5,-4.5,206.5,-185,-2.5,,
NBA 2018-2019 Regular Season,21800356,12/5/18,Orlando,H,28,26,32,26,6,,,,,118,265,45,95,20,49,8,8,6,34,40,30,23,4,9,10,4,118,101.8,92.2,115.9,121.7,B2B,Jonathon Simmons,Aaron Gordon,Nikola Vucevic,Evan Fournier,D.J. Augustin,,Kevin Scott,208.5,4.5,208.5,206,206.5, 206.5u12,206.5,4.5,206.5,160,102.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800357,12/5/18,Washington,R,33,39,31,28,,,,,,131,240,46,95,12,38,27,32,12,37,49,35,24,9,15,16,4,131,111.1,111.1,118,105.4,1,Tomas Satoransky,Otto Porter Jr.,Thomas Bryant,Bradley Beal,Austin Rivers,Scott Wall,Curtis Blair,-5.5,-5.5,231.5,-9.5,-4, -4 -05,-3.5,-3.5,228,-160,4.5,,
NBA 2018-2019 Regular Season,21800357,12/5/18,Atlanta,H,25,24,45,23,,,,,,117,240,41,92,12,38,23,31,8,35,43,28,27,13,17,17,4,117,111.1,111.1,105.4,118,1,Kevin Huerter,John Collins,Dewayne Dedmon,Kent Bazemore,Trae Young,,Pat Fraher,231.5,5.5,231.5,229,228.5u11 ,228.5,228,3.5,228,140,110.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800358,12/5/18,Oklahoma City,R,24,22,29,39,,,,,,114,240,43,99,13,38,15,26,17,43,60,28,23,8,13,13,6,114,103,103,110.7,108.8,1,Paul George,Jerami Grant,Steven Adams,Terrance Ferguson,Russell Westbrook,Sean Corbin,Jason Goldenberg,-7,-7,216.5,-6.5,-11.5,-5.5,-6,-6,221,-260,-8.5,,
NBA 2018-2019 Regular Season,21800358,12/5/18,Brooklyn,H,26,36,31,19,,,,,,112,240,37,86,15,36,23,30,10,35,45,21,24,7,14,15,4,112,103,103,108.8,110.7,1,Joe Harris,Rondae Hollis-Jefferson,Jarrett Allen,Allen Crabbe,D'Angelo Russell,,Mark Lindsay,216.5,7,216.5,221u27,219.5,220.5,221,6,221,215,108.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800359,12/5/18,Philadelphia,R,29,20,28,25,,,,,,102,240,40,88,11,35,11,14,11,38,49,26,23,7,21,21,5,102,101.8,101.8,100.2,111,2,Jimmy Butler,Wilson Chandler,Joel Embiid,JJ Redick,Ben Simmons,Jason Phillips,Brent Barnaky,229,6,229,230,229,229.5,228,6.5,228,222,111.5o15,,
NBA 2018-2019 Regular Season,21800359,12/5/18,Toronto,H,23,30,25,35,,,,,,113,240,43,100,8,29,19,22,17,36,53,25,13,12,11,11,3,113,101.8,101.8,111,100.2,1,Kawhi Leonard,Pascal Siakam,Serge Ibaka,Danny Green,Kyle Lowry,,Eric Dalen,-6,-6,229,-7,-20, -7 -15,-6.5,-6.5,228,-270,-8,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800360,12/5/18,LA Clippers,R,15,27,27,17,,,,,,86,240,25,74,8,23,28,35,11,36,47,16,21,9,18,19,4,86,96.9,96.9,88.7,99.1,3IN4,Tobias Harris,Danilo Gallinari,Marcin Gortat,Avery Bradley,Shai Gilgeous-Alexander,Tony Brothers,Phenizee Ransom,212.5,0,212.5,209.5,208.5, 208.5o17,209.5,2,209.5,110,102.5,,
NBA 2018-2019 Regular Season,21800360,12/5/18,Memphis,H,27,24,18,27,,,,,,96,240,37,85,7,28,15,24,11,38,49,18,27,9,15,16,6,96,96.9,96.9,99.1,88.7,2,Kyle Anderson,Jaren Jackson Jr.,Marc Gasol,Garrett Temple,Mike Conley,,Marat Kogut,PK,0,212.5,-5.5,-2,-1.5,-2,-2,209.5,-130,2,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800361,12/5/18,Detroit,R,21,24,19,28,,,,,,92,240,35,95,9,38,13,19,12,39,51,19,26,6,20,20,1,92,107,107,86,107.5,1,Glenn Robinson III,Blake Griffin,Andre Drummond,Langston Galloway,Reggie Jackson,Mike Callahan,Tony Brown,228,8,228,226,225,226,225.5,7,225.5,245,110.5,,
NBA 2018-2019 Regular Season,21800361,12/5/18,Milwaukee,H,30,26,28,31,,,,,,115,240,38,82,14,41,25,30,4,42,46,25,21,13,15,16,4,115,107,107,107.5,86,3+,Tony Snell,Giannis Antetokounmpo,Brook Lopez,Malcolm Brogdon,Eric Bledsoe,,Michael Smith,-8,-8,228,-8.5,-13.5,-7.5,-7,-7,225.5,-300,-0.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800362,12/5/18,Charlotte,R,31,33,22,18,,,,,,104,240,40,98,12,33,12,15,13,27,40,27,15,7,10,10,1,104,99.5,99.5,104.6,121.7,2,Nicolas Batum,Michael Kidd-Gilchrist,Cody Zeller,Jeremy Lamb,Kemba Walker,Rodney Mott,Justin Van Duyne,218.5,3.5,218.5,221.5,222.5, 222.5o15,222.5,4.5,222.5,170,109.5,,
NBA 2018-2019 Regular Season,21800362,12/5/18,Minnesota,H,31,31,24,35,,,,,,121,240,48,89,12,24,13,20,10,40,50,34,15,6,15,15,11,121,99.5,99.5,121.7,104.6,1,Robert Covington,Taj Gibson,Karl-Anthony Towns,Andrew Wiggins,Jeff Teague,,Derrick Collins,-3.5,-3.5,218.5,-22.5,-5,-4.5,-9.5,-4.5,222.5,-200,-4.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800363,12/5/18,Dallas,R,31,22,27,26,,,,,,106,240,39,91,14,46,14,21,11,34,45,26,17,7,18,18,4,106,106,106,100,124.5,3IN4-B2B,Harrison Barnes,Luka Doncic,DeAndre Jordan,Dorian Finney-Smith,Wesley Matthews,Leroy Richardson,James Williams,228.5,6,228.5,227.5,227,226,224.5,5.5,224.5,176,112.5,,
NBA 2018-2019 Regular Season,21800363,12/5/18,New Orleans,H,32,37,28,35,,,,,,132,240,51,92,17,29,13,20,5,41,46,36,15,12,11,12,6,132,106,106,124.5,100,3IN4,Solomon Hill,Anthony Davis,Julius Randle,Jrue Holiday,Tim Frazier,,Zach Zarba,-11,-6,228.5,-21.5,-6, -6 -05,-5.5,-5.5,224.5,-210,2.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800364,12/5/18,San Antonio,R,23,22,37,31,,,,,,113,240,43,96,7,27,20,20,11,38,49,18,24,8,10,11,2,113,104.1,104.1,108.5,116.2,3IN4-B2B,Rudy Gay,Dante Cunningham,LaMarcus Aldridge,DeMar DeRozan,Bryn Forbes,Eric Lewis,Ray Acosta,221,7,221,224.5,225,225.5,225.5o12,8,225.5,317,115,,
NBA 2018-2019 Regular Season,21800364,12/5/18,LA Lakers,H,31,19,28,43,,,,,,121,240,42,88,14,39,23,33,6,36,42,21,18,6,12,12,3,121,104.1,104.1,116.2,108.5,2,LeBron James,Kyle Kuzma,JaVale McGee,Brandon Ingram,Lonzo Ball,,Josh Tiven,-7,-7,221,-8,-21,-8,-13,-8,225.5,-400,-3,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800365,12/6/18,New York,R,30,28,26,16,,,,,,100,240,36,91,12,35,16,20,14,33,47,21,23,4,16,17,5,100,100.7,100.7,99.3,127.1,2,Mario Hezonja,Noah Vonleh,Enes Kanter,Tim Hardaway Jr.,Emmanuel Mudiay,James Capers,Scott Twardoski,218.5,12.5,218.5,217.5u21,217.5,218,218.5,13,218.5,876,108.5,,
NBA 2018-2019 Regular Season,21800365,12/6/18,Boston,H,38,31,30,29,,,,,,128,240,49,92,13,38,17,20,7,39,46,32,24,8,9,9,6,128,100.7,100.7,127.1,99.3,3+,Jayson Tatum,Marcus Morris,Al Horford,Marcus Smart,Kyrie Irving,,Mark Lindsay,-12.5,-12.5,218.5,-12.5,-28,-13,-26,-13,218.5,-1500,-4.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800366,12/6/18,Phoenix,R,9,32,18,27,,,,,,86,240,35,91,5,27,11,14,11,30,41,20,21,11,16,17,2,86,100,100,86,108,1,Josh Jackson,Trevor Ariza,Richaun Holmes,Mikal Bridges,Elie Okobo,Ron Garretson,Ray Acosta,215,14,215,212,212.5,211,210.5,12.5,210.5,797,104.5,,
NBA 2018-2019 Regular Season,21800366,12/6/18,Portland,H,34,28,25,21,,,,,,108,240,41,85,9,27,17,27,13,43,56,24,19,10,17,17,6,108,100,100,108,86,1,Maurice Harkless,Al-Farouq Aminu,Jusuf Nurkic,Seth Curry,Damian Lillard,,Dedric Taylor,-14,-14,215,-12.5,-13, -13 -08,-12.5,-12.5,210.5,-1300,-1,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800367,12/6/18,Houston,R,18,27,11,35,,,,,,91,240,34,88,8,36,15,17,14,29,43,13,26,5,23,23,5,91,99.7,99.7,91.3,118.4,2,James Ennis III,PJ Tucker,Clint Capela,James Harden,Chris Paul,Tom Washington,Courtney Kirkland,218,1.5,218,215.5o19,215.5, 215.5u16,215,1,215,100,107.5,,
NBA 2018-2019 Regular Season,21800367,12/6/18,Utah,H,27,26,38,27,,,,,,118,240,45,89,8,32,20,27,12,35,47,26,24,16,12,12,4,118,99.7,99.7,118.4,91.3,1,Joe Ingles,Jae Crowder,Rudy Gobert,Donovan Mitchell,Ricky Rubio,,Leon Wood,-1.5,-1.5,218,-7,-1, -1 -05,-13,-1,215,-121,-11.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800368,12/7/18,Denver,R,25,28,26,28,,,,,,107,240,39,101,8,35,21,26,20,35,55,24,28,6,9,9,12,107,96.1,96.1,111.4,117.6,1,Juancho Hernangomez,Paul Millsap,Nikola Jokic,Torrey Craig,Jamal Murray,Ken Mauer,Marat Kogut,-6.5,-1.5,218,219,218,217.5,217.5u13,1.5,217.5,110,106.5,,
NBA 2018-2019 Regular Season,21800368,12/7/18,Charlotte,H,24,40,23,26,,,,,,113,240,33,86,13,35,34,38,13,35,48,20,20,8,9,10,9,113,96.1,96.1,117.6,111.4,1,Nicolas Batum,Marvin Williams,Cody Zeller,Jeremy Lamb,Kemba Walker,,Leroy Richardson,218,1.5,218,-16,-19, -1 -19,-16.5,-1.5,217.5,-130,3,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800369,12/7/18,Philadelphia,R,28,28,33,28,,,,,,117,240,44,90,9,32,20,21,12,28,40,26,28,11,16,16,12,117,100.9,100.9,116,110,1,Jimmy Butler,Wilson Chandler,Amir Johnson,JJ Redick,Ben Simmons,Matt Boland,Kevin Cutler,-1.5,-1.5,219.5,220.5o12,221.5, 221.5o14,221,2,221,115,108o15,,
NBA 2018-2019 Regular Season,21800369,12/7/18,Detroit,H,27,41,22,21,,,,,,111,240,37,89,7,28,30,37,17,32,49,22,24,10,16,18,3,111,100.9,100.9,110,116,1,Glenn Robinson III,Blake Griffin,Andre Drummond,Bruce Brown,Reggie Jackson,,David Guthrie,219.5o14,1.5,219.5,-17,-7.5,-1.5,-2,-2,221,-135,3,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800370,12/7/18,Indiana,R,28,29,29,26,,,,,,112,240,44,93,9,26,15,18,11,42,53,26,17,8,9,10,8,112,99.3,99.3,112.8,90.6,2,Bojan Bogdanovic,Thaddeus Young,Myles Turner,Tyreke Evans,Darren Collison,Scott Wall,Tyler Ford,206o14,1.5,206,205,206,207,206,4,206,151,102.5,,
NBA 2018-2019 Regular Season,21800370,12/7/18,Orlando,H,25,20,25,20,,,,,,90,240,36,89,8,33,10,13,9,38,47,20,18,3,14,16,7,90,99.3,99.3,90.6,112.8,3IN4,Jonathon Simmons,Aaron Gordon,Nikola Vucevic,Evan Fournier,D.J. Augustin,,James Williams,-6.5,-1.5,206,-18.5,-4, -4 -13,-19,-4,206,-175,-20.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800371,12/7/18,Toronto,R,20,33,26,19,7,,,,,105,265,35,89,11,35,24,29,6,35,41,25,19,9,15,15,7,105,106.7,96.6,98.4,99.3,1,Kawhi Leonard,Pascal Siakam,Jonas Valanciunas,Danny Green,Kyle Lowry,Rodney Mott,Jonathan Sterling,-9.5,-9.5,223,-14,-8.5, -8.5 -08,-13.5,-8.5,221,-410,-6,,
NBA 2018-2019 Regular Season,21800371,12/7/18,Brooklyn,H,24,29,27,18,8,,,,,106,265,43,98,11,35,9,13,16,44,60,22,28,8,20,20,2,106,106.7,96.6,99.3,98.4,1,Joe Harris,Rondae Hollis-Jefferson,Jarrett Allen,Allen Crabbe,D'Angelo Russell,,Mark Ayotte,223,9.5,223,222.5,222, 222u21,221,8.5,221,324,109,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800372,12/7/18,Sacramento,R,38,28,30,33,,,,,,129,240,56,98,13,29,4,7,10,25,35,31,18,6,9,9,5,129,97.8,97.8,131.8,112.4,2,Iman Shumpert,Nemanja Bjelica,Willie Cauley-Stein,Buddy Hield,De'Aaron Fox,Scott Foster,Ben Taylor,-3.5,-3.5,221.5,-3.5,-3.5,-8,-3,-3,222,-149,-7.5,,
NBA 2018-2019 Regular Season,21800372,12/7/18,Cleveland,H,27,39,23,21,,,,,,110,240,43,81,10,26,14,19,7,28,35,20,17,4,16,18,0,110,97.8,97.8,112.4,131.8,1,Cedi Osman,Larry Nance Jr.,Tristan Thompson,Rodney Hood,Collin Sexton,,Haywoode Workman,221.5,3.5,221.5,221,222.5,223,222,3,222,128,109.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800373,12/7/18,Oklahoma City,R,28,34,29,21,,,,,,112,240,43,94,10,28,16,24,14,37,51,25,22,12,22,22,6,112,108.5,108.5,103.3,105.1,1,Paul George,Jerami Grant,Steven Adams,Terrance Ferguson,Russell Westbrook,Pat Fraher,Mousa Dagher,-14.5,-9.5,216.5,-8,-23.5, -8.5 -13,-8.5,-8.5,219,-480,-9.5,,
NBA 2018-2019 Regular Season,21800373,12/7/18,Chicago,H,34,36,17,27,,,,,,114,240,43,82,12,25,16,23,5,34,39,25,26,15,20,21,6,114,108.5,108.5,105.1,103.3,2,Justin Holiday,Lauri Markkanen,Wendell Carter Jr.,Zach LaVine,Ryan Arcidiacono,,Brian Forte,216.5,9.5,216.5,218,219.5, 219.5u23,219,8.5,219,371,108.5o15,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800374,12/7/18,Memphis,R,31,27,27,22,,,,,,107,240,39,83,8,19,21,28,10,32,42,30,25,10,11,11,7,107,96.9,96.9,110.4,106.3,1,Kyle Anderson,Jaren Jackson Jr.,Marc Gasol,Garrett Temple,Mike Conley,Eric Lewis,CJ Washington,217,4.5,217,213o11,214,213,214,5,214,188,106,,
NBA 2018-2019 Regular Season,21800374,12/7/18,New Orleans,H,30,30,24,19,,,,,,103,240,38,84,7,29,20,24,10,32,42,25,25,5,18,18,5,103,96.9,96.9,106.3,110.4,1,Solomon Hill,Anthony Davis,Julius Randle,Jrue Holiday,Tim Frazier,,Curtis Blair,-4.5,-4.5,217,-5.5,-10.5, -5.5 -02,-5,-5,214,-225,-3,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800375,12/7/18,LA Lakers,R,36,36,27,21,,,,,,120,240,46,100,11,36,17,21,10,33,43,24,24,8,8,9,1,120,104.7,104.7,114.6,127,1,LeBron James,Kyle Kuzma,JaVale McGee,Josh Hart,Lonzo Ball,Jason Phillips,Ashley Moyer-Gleich,225.5,1,225.5,-16,1,-1.5,-1,-1,223,-115,1,,
NBA 2018-2019 Regular Season,21800375,12/7/18,San Antonio,H,32,36,21,44,,,,,,133,240,46,91,13,31,28,33,9,39,48,27,18,4,10,10,7,133,104.7,104.7,127,114.6,3IN4,Rudy Gay,Dante Cunningham,LaMarcus Aldridge,DeMar DeRozan,Bryn Forbes,,Karl Lane,-1,-1,225.5,225.5,225.5u26 ,224,223,1,223,-105,110,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800376,12/7/18,Miami,R,34,26,29,26,,,,,,115,240,42,86,15,37,16,18,6,34,40,32,16,10,12,12,5,115,100.2,100.2,114.8,97.8,2,Rodney McGruder,James Johnson,Bam Adebayo,Josh Richardson,Goran Dragic,Derek Richardson,Tre Maddox,-7.5,-7.5,210,-8,-23,-8,-8.5,-8.5,210.5,-400,-1.5,,
NBA 2018-2019 Regular Season,21800376,12/7/18,Phoenix,H,36,14,23,25,,,,,,98,240,36,79,14,34,12,16,4,38,42,27,21,7,20,21,4,98,100.2,100.2,97.8,114.8,3IN4-B2B,Josh Jackson,Trevor Ariza,Deandre Ayton,Mikal Bridges,De'Anthony Melton,,Josh Tiven,210,7.5,210,209,210,211,210.5,8.5,210.5,317,104,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800377,12/7/18,Golden State,R,27,30,26,22,,,,,,105,240,40,89,19,46,6,7,6,37,43,32,20,7,17,18,6,105,102.9,102.9,102.1,92.4,1,Andre Iguodala,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,John Goble,Aaron Smith,239.5,1.5,239.5,243,242.5,242,242u13,2,242,110,118.5,,
NBA 2018-2019 Regular Season,21800377,12/7/18,Milwaukee,H,22,29,25,19,,,,,,95,240,36,92,7,39,16,23,15,39,54,18,21,10,18,19,3,95,102.9,102.9,92.4,102.1,1,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,Malcolm Brogdon,Eric Bledsoe,,Brent Barnaky,-1.5,-1.5,239.5,-7.5,-1.5,-2,-16,-2,242,-130,-7.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800378,12/8/18,Houston,R,30,27,27,20,,,,,,104,240,39,86,15,47,11,13,10,26,36,20,19,5,12,12,3,104,90.6,90.6,114.7,118,1,James Ennis III,PJ Tucker,Clint Capela,James Harden,Chris Paul,Marc Davis,Gediminas Petraitis,-3,-3,218,-3.5,-11.5, -3.5 -16,-20.5,-3.5,219,-169,-17.5,,
NBA 2018-2019 Regular Season,21800378,12/8/18,Dallas,H,32,24,28,23,,,,,,107,240,41,83,12,30,13,16,14,30,44,21,14,9,15,17,3,107,90.6,90.6,118,114.7,2,Wesley Matthews,Harrison Barnes,DeAndre Jordan,Jalen Brunson,Luka Doncic,,Brett Nansel,218,3,218,218,218o13 , 218o24,219,3.5,219,146,108,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800379,12/8/18,Sacramento,R,31,21,18,27,,,,,,97,240,38,90,9,32,12,15,12,31,43,24,21,9,13,14,8,97,98,98,99,109.2,B2B,Bogdan Bogdanovic,Nemanja Bjelica,Willie Cauley-Stein,Buddy Hield,De'Aaron Fox,Sean Corbin,Kevin Scott,222,3,222,223.5,223,223.5,222.5,5,222.5,172,108,,
NBA 2018-2019 Regular Season,21800379,12/8/18,Indiana,H,24,30,19,34,,,,,,107,240,40,92,8,30,19,22,15,37,52,26,17,7,15,17,8,107,98,98,109.2,99,B2B,Bojan Bogdanovic,Thaddeus Young,Myles Turner,Tyreke Evans,Darren Collison,,JB DeRosa,-3,-3,222,-6,-20.5, -5.5 -05,-5,-5,222.5,-205,-3,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800380,12/8/18,Denver,R,35,21,21,21,,,,,,98,240,36,97,9,36,17,21,11,37,48,28,16,11,15,15,4,98,106.6,106.6,92,99.5,3IN4-B2B,Juancho Hernangomez,Trey Lyles,Nikola Jokic,Torrey Craig,Jamal Murray,James Capers,Mousa Dagher,-8.5,-8.5,223.5,-6,-6.5, -6.5 -08,-5.5,-5.5,225,-230,-17,,
NBA 2018-2019 Regular Season,21800380,12/8/18,Atlanta,H,25,26,35,20,,,,,,106,240,40,93,15,42,11,16,9,42,51,33,23,9,18,18,11,106,106.6,106.6,99.5,92,2,Kevin Huerter,John Collins,Dewayne Dedmon,Kent Bazemore,Trae Young,,Michael Smith,223.5,8.5,223.5,225,224.5, 224.5o16,225,5.5,225,192,110,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800381,12/8/18,Washington,R,25,21,20,35,,,,,,101,240,38,86,14,38,11,16,8,25,33,26,12,3,8,8,3,101,89.3,89.3,113,129.8,2,Tomas Satoransky,Otto Porter Jr.,Thomas Bryant,Bradley Beal,John Wall,Mark Ayotte,Eric Dalen,-18.5,-5.5,219,-22.5,-12.5,-7.5,-22.5,-7.5,216.5,-350,-23.5,,
NBA 2018-2019 Regular Season,21800381,12/8/18,Cleveland,H,38,24,25,29,,,,,,116,240,47,89,15,31,7,10,12,37,49,26,20,5,7,9,5,116,89.3,89.3,129.8,113,3IN4-B2B,Cedi Osman,Jaron Blossomgame,Tristan Thompson,Alec Burks,Collin Sexton,,Tony Brown,219,5.5,219,218.5,218,216.5,216.5o13,7.5,216.5,281,105.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800382,12/8/18,Brooklyn,R,30,26,38,18,,,,,,112,240,43,88,11,22,15,25,12,33,45,27,25,5,12,16,5,112,99.2,99.2,112.9,104.8,3IN4-B2B,Joe Harris,Rondae Hollis-Jefferson,Jarrett Allen,Allen Crabbe,D'Angelo Russell,Sean Wright,Haywoode Workman,219,2,219,220,220.5,219.5,219.5u12,2,219.5,105,113,,
NBA 2018-2019 Regular Season,21800382,12/8/18,New York,H,23,22,32,27,,,,,,104,240,39,83,8,26,18,30,9,31,40,22,18,8,12,13,2,104,99.2,99.2,104.8,112.9,1,Mario Hezonja,Noah Vonleh,Enes Kanter,Tim Hardaway Jr.,Emmanuel Mudiay,,Kevin Cutler,-2,-2,219,-2.5,-1.5, -2 -15,-7,-2,219.5,-125,-3.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800383,12/8/18,Boston,R,35,29,29,40,,,,,,133,240,50,93,22,43,11,15,13,41,54,34,14,10,7,7,4,133,93.3,93.3,142.5,82.5,1,Jayson Tatum,Marcus Morris,Daniel Theis,Marcus Smart,Kyrie Irving,Leon Wood,John Goble,-12.5,-7.5,216.5,-13,-23,-7.5,-22.5,-7.5,214,-345,-13.5,,
NBA 2018-2019 Regular Season,21800383,12/8/18,Chicago,H,17,26,17,17,,,,,,77,240,31,81,6,24,9,14,8,29,37,16,17,3,15,17,2,77,93.3,93.3,82.5,142.5,B2B,Justin Holiday,Lauri Markkanen,Wendell Carter Jr.,Zach LaVine,Ryan Arcidiacono,,Derrick Collins,216.5,7.5,216.5,215.5,214.5, 214.5u15,214,7.5,214,278,109.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800384,12/8/18,LA Lakers,R,27,36,28,20,,,,,,111,240,43,97,16,40,9,12,19,38,57,27,22,11,18,18,6,111,95.9,95.9,115.7,91.7,3IN4-B2B,LeBron James,Kyle Kuzma,JaVale McGee,Josh Hart,Lonzo Ball,Ed Malloy,Natalie Sago,207.5,2.5,207.5,207.5,207.5,209,208.5,2.5,208.5,120,101.5,,
NBA 2018-2019 Regular Season,21800384,12/8/18,Memphis,H,16,24,26,22,,,,,,88,240,34,84,6,30,14,18,9,27,36,17,19,13,15,15,7,88,95.9,95.9,91.7,115.7,3IN4-B2B,Kyle Anderson,Jaren Jackson Jr.,Marc Gasol,Garrett Temple,Mike Conley,,J.T. Orr,-2.5,-2.5,207.5,-1,-1.5, -2 -15,-2.5,-2.5,208.5,-140,-21,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800385,12/8/18,Minnesota,R,27,24,29,25,,,,,,105,240,40,91,7,16,18,22,10,30,40,25,23,12,12,12,7,105,100.3,100.3,104.6,112.6,2,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Derrick Rose,Jeff Teague,Courtney Kirkland,Brandon Adair,218,1.5,218,217,219.5, 220o21,220.5,3.5,220.5,144,109,,
NBA 2018-2019 Regular Season,21800385,12/8/18,Portland,H,30,23,28,32,,,,,,113,240,39,83,10,33,25,30,14,39,53,23,20,10,19,20,9,113,100.3,100.3,112.6,104.6,1,Maurice Harkless,Al-Farouq Aminu,Jusuf Nurkic,CJ McCollum,Damian Lillard,,Kane Fitzgerald,-1.5,-1.5,218,-8,-10, -3 -08,-18.5,-3.5,220.5,-165,-2,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800386,12/8/18,Miami,R,34,31,26,30,,,,,,121,240,40,92,13,39,28,39,14,43,57,27,24,9,11,11,6,121,103.3,103.3,117.2,94.9,B2B,Rodney McGruder,James Johnson,Bam Adebayo,Tyler Johnson,Justise Winslow,Tom Washington,Ray Acosta,220.5,6.5,220.5,219,219.5,220,219o13,9.5,219,428,108o15,,
NBA 2018-2019 Regular Season,21800386,12/8/18,LA Clippers,H,30,32,28,8,,,,,,98,240,33,89,7,29,25,31,13,36,49,16,26,5,16,16,8,98,103.3,103.3,94.9,117.2,2,Tobias Harris,Danilo Gallinari,Boban Marjanovic,Avery Bradley,Shai Gilgeous-Alexander,,Dedric Taylor,-11.5,-6.5,220.5,-9.5,-9, -9.5 -05,-9.5,-9.5,219,-570,-8,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800387,12/9/18,New Orleans,R,28,28,35,25,,,,,,116,240,42,79,12,30,20,23,8,39,47,27,19,5,18,18,8,116,98.8,98.8,117.4,109.3,1,Solomon Hill,Julius Randle,Anthony Davis,Tim Frazier,Jrue Holiday,Brian Forte,Aaron Smith,-1,-1,228,-27.5,-15.5, -2.5 -15,-2.5,-2.5,224.5,-130,3.5,,
